key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-411626868,From reporting to relating: Reimagining ePROMs in cancer symptom management,2026,,,Social Science and Medicine,,389,,,"Schaepe, K.S. and Griffin, J.M. and Ridgeway, J.L. and Pachman, D.R. and Ruddy, K.J. and Minteer, S. and Mitchell, S.A. and Finney-Rutten, L.J. and Cheville, A.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023365626&doi=10.1016%2Fj.socscimed.2025.118765&partnerID=40&md5=9356b592657b6d77ee8428b6cc6f315d,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1016/j.socscimed.2025.118765,"Boundary objects;Cancer care;Electronic patient-reported outcome measures;Patient-provider communication;Qualitative research;SPPADE symptoms;Symptom management;cancer;coping strategy;physical activity;qualitative analysis;aged;Article;cancer symptom;clinical outcome;clinical practice;coping;disease severity;electronic health record;electronic patient reported outcome measure;exercise;female;health care management;human;human experiment;in depth interview;interview;male;malignant neoplasm;oncology;patient-reported outcome;qualitative research;self monitoring;semi structured interview;adult;complication;middle aged;neoplasm;procedures;psychological adjustment;psychology;therapy;Adaptation, Psychological;Adult;Aged;Female;Humans;Interviews as Topic;Male;Middle Aged;Neoplasms;Patient Reported Outcome Measures;Qualitative Research",,
rayyan-411626869,Enhancing cardiovascular health in older adults by combining positive psychology and lifestyle intervention (the ACCOMPLI-CH Study): A mixed-methods feasibility trial,2026,,,Geriatric Nursing,,67,,,"Zhai, B. and Liu, X. and Fu, J. and Xie, K. and Zhu, X. and Li, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022055964&doi=10.1016%2Fj.gerinurse.2025.103713&partnerID=40&md5=ea1a8de98bfc501abc4afc30d04541aa,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1016/j.gerinurse.2025.103713,Cardiovascular health;Feasibility study;Lifestyle intervention;Mixed-methods;Positive psychological intervention;adult;aged;anxiety;Article;cardiovascular health;cardiovascular risk;clinical article;depression;exercise;feasibility study;female;health;health behavior;health literacy;health status;human;lifestyle;male;mental stress;nutrition;obesity;patient compliance;Pittsburgh Sleep Quality Index;positive psychology;psychological well-being;risk factor;semi structured interview;sleep quality,,
rayyan-411626871,A qualitative study assessing acceptability and appropriateness of a technology-assisted mental health intervention by community frontline workers: mPareshan implementation research in rural Pakistan,2025,,,BMC Psychiatry,,25,1,,"Akhtar, S. and Rabbani, F. and Nafis, J. and Siddiqui, A. and Merali, Z.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214211788&doi=10.1186%2Fs12888-024-06459-8&partnerID=40&md5=66e9850826f3ed238533afaa08026154,,,,,"Export Date: 08 January 2026; Cited By: 3 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Included""} | RAYYAN-EXCLUSION-REASONS: wrong outcome",10.1186/s12888-024-06459-8,Acceptability;Adoption;Appropriateness;Lady health workers;Mental health;mHealth;adult;anxiety disorder;Article;automutilation;breathing exercise;clinical article;controlled study;counseling;depression;female;frontline staff;Generalized Anxiety Disorder-7;health auxiliary;human;interview;male;mental disease;mental health;Pakistan;Patient Health Questionnaire 9;perception;psychoeducation;qualitative research;suicidal ideation;workload;anxiety;information processing;mental health service;middle aged;mobile application;patient attitude;psychology;rural population;telemedicine;therapy;Adult;Anxiety;Community Health Workers;Depression;Female;Focus Groups;Humans;Male;Mental Health Services;Middle Aged;Mobile Applications;Patient Acceptance of Health Care;Qualitative Research;Rural Population;Telemedicine,,
rayyan-411626872,A Phenomenological Study of the Lived Illness Experience of Adolescents with Chronic Glomerular Disease,2025,,,Children,,12,12,,"Lee, S.Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025886158&doi=10.3390%2Fchildren12121671&partnerID=40&md5=5d6853a3ca87151ade60f6030332d6b5,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.3390/children12121671,adolescent;chronic glomerular disease;lived experience;nephrotic syndrome;resilience;adolescent;adult;anxiety;Article;awareness;chronic kidney failure;clinical article;cognition;depression;edema;estimated glomerular filtration rate;exercise;fear;female;follow up;gesture;glomerulonephritis;glomerulopathy;hematuria;hopelessness;hospitalization;human;immunoglobulin A nephropathy;lifestyle;male;nephritis;nephrotic syndrome;outpatient;phenomenology;physical activity;proteinuria;psychologist;quality of life;sensitivity analysis;social interaction;swelling;tension,,
rayyan-411626873,A population-based survey of beliefs about neck pain and its associated disorders: a cross-sectional study,2025,,,BMC Musculoskeletal Disorders,,26,1,,"Forte, M. and Nasti, F. and Schiavone, S. and Cioeta, M. and Lullo, G. and Cataldi, F. and Giovannico, G. and Maselli, F. and Young, I. and Dunning, J. and Feller, D. and Mourad, F.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025172593&doi=10.1186%2Fs12891-025-09328-x&partnerID=40&md5=4e438c381655bcf005c9dc883b2a5ca4,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1186/s12891-025-09328-x,"Chronic pain;Culture;Health belief model;Patient-centered care;Prognosis;adult;aged;anxiety;Article;chronic pain;coping;cross-sectional study;diseases;drug therapy;employment;expectation;female;health belief;Health Belief Model;health survey;human;Italian (citizen);layperson;linear regression analysis;major clinical study;male;marriage;middle aged;neck pain;outcome assessment;pain;paresthesia;person centered care;pessimism;physiological stress;population based case control study;prognosis;qualitative research;quality of life;questionnaire;social media;whiplash injury;white collar worker;work capacity;attitude to health;diagnosis;epidemiology;Italy;population surveillance;procedures;psychology;therapy;Adult;Cross-Sectional Studies;Female;Health Knowledge, Attitudes, Practice;Humans;Male;Middle Aged;Neck Pain;Population Surveillance;Quality of Life;Surveys and Questionnaires;Whiplash Injuries",,
rayyan-411626874,Does Preliminary Chest Shape Assessment Improve the Prognostic Risk Stratification of Symptomatic Individuals with Primary Mitral Regurgitation? A Narrative Review of Traditional and Innovative Prognostic Indicators,2025,,,Journal of Clinical Medicine,,14,23,,"Sonaglioni, A. and Nicolosi, G.L. and Lombardo, M. and Baravelli, M.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024594070&doi=10.3390%2Fjcm14238297&partnerID=40&md5=ac3eb2cc1840efb771c6662473ffc110,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.3390/jcm14238297,exercise stress echocardiography;mitral annular disjunction;myocardial strain parameters;primary mitral regurgitation;prognostic risk stratification,,
rayyan-411626875,Competitive athletes’ psychological and emotional experiences of injury rehabilitation: a scoping review,2025,,,Systematic Reviews,,14,1,,"Jaekel, H.R. and de Barro, C.A. and Crozier, A.J. and Tomkinson, G.R. and Ridgers, N.D.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105024120668&doi=10.1186%2Fs13643-025-02986-x&partnerID=40&md5=990a499c753a7f77467619751fa78d1d,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1186/s13643-025-02986-x,"Athletes;Athletic injuries;Coping skills;Emotions;Goals;Mental health;Social support;Sport;anger;anterior cruciate ligament injury;anxiety;Article;competitive athlete;counseling;depression;emotion;experience;fear;frustration;human;injury;injury severity;loneliness;mental health;meta analysis;motivation;outcome assessment;physical activity;physiotherapist;physiotherapy;Preferred Reporting Items for Systematic Reviews and Meta-Analyses;Profile of Mood States;psychological and emotional experience;psychological well-being;psychology;qualitative analysis;quantitative analysis;scoring system;shock;social psychology;social support;soft tissue injury;sport injury;sports injury rehabilitation beliefs;sports injury rehabilitation beliefs survey;systematic review;Tegner activity score;training;athlete;psychological adjustment;rehabilitation;Adaptation, Psychological;Athletes;Athletic Injuries;Emotions;Humans;Social Support",,
rayyan-411626876,Atrial fibrillation and primary care prevention and rehabilitation – a feasibility study,2025,,,Pilot and Feasibility Studies,,11,1,,"Elnegaard, C.M. and Pedersen, M.K. and Zwisler, A.-D.O. and Borregaard, B. and Eilsø, J.F. and Sommer, T. and Tveskov, C. and Hendriks, J.M. and Brandes, A. and Risom, S.S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105023136045&doi=10.1186%2Fs40814-025-01724-3&partnerID=40&md5=4d3c863d80cf10f4e07ef126bea24ef5,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1186/s40814-025-01724-3,Atrial fibrillation;Complex intervention;Feasibility;Mixed-methods;Prevention;Primary healthcare;Rehabilitation;adult;aged;anxiety disorder;Article;atrial fibrillation;CHA2DS2-VASc score;clinical article;clinical outcome;depression;descriptive research;diabetes mellitus;exercise;feasibility study;female;heart rehabilitation;Hospital Anxiety and Depression Scale;human;hypertension;male;obesity;patient education;patient-reported outcome;physical inactivity;primary medical care;prophylaxis;prospective study;psychosocial care;qualitative analysis;quality of life;quantitative analysis;questionnaire;randomized controlled trial;risk factor;six minute walk test;sleep apnea syndromes;university hospital;yoga,,
rayyan-411626877,Perceived feasibility and acceptability of an innovative emotion regulation programme with physical activity elements for older South African adolescents from low-income settings: a qualitative study,2025,,,BMC Pediatrics,,25,1,,"Ward-Smith, C. and Sorsdahl, K. and Berking, M. and Van Der Westhuizen, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021433989&doi=10.1186%2Fs12887-025-06280-6&partnerID=40&md5=85e5d513f9fc793482d6bba3124e52c4,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1186/s12887-025-06280-6,Adolescent mental health;Anxiety;Depression;Emotion regulation;Mental health interventions;adolescent;adult;anxiety;Article;clinical trial;emotion regulation;emotion regulation programme;female;health program;human;human experiment;patient health questionnaire;physical activity;qualitative research;semi structured interview;young adult;depression;exercise;feasibility study;male;mental health;patient attitude;pilot study;poverty;prevention and control;psychology;South Africa;Adolescent;Depression;Emotional Regulation;Exercise;Feasibility Studies;Female;Humans;Male;Mental Health;Patient Acceptance of Health Care;Pilot Projects;Poverty;Qualitative Research,,
rayyan-411626878,A qualitative exploration of the factors influencing physical activity engagement among Black individuals with heart failure in South Florida,2025,,,BMC Public Health,,25,1,,"Prince, T.B. and Roach, K.E. and Kirk-Sanchez, N.J. and Cohen, M.I. and Cahalin, L.P. and Dale, S.K.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020755877&doi=10.1186%2Fs12889-025-24945-w&partnerID=40&md5=24bcad890d35be1b3a3fde1758f46b4c,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1186/s12889-025-24945-w,"Barriers;Black individuals;Health beliefs;Heart failure;Physical activity;adult;African American;aged;attitude to health;Caucasian;ethnology;exercise;female;Florida;health literacy;heart failure;human;interview;male;middle aged;psychology;qualitative research;self concept;social support;therapy;Adult;Aged;Black or African American;Exercise;Female;Health Knowledge, Attitudes, Practice;Health Literacy;Heart Failure;Humans;Interviews as Topic;Male;Middle Aged;Qualitative Research;Self Efficacy;Social Support;White",,
rayyan-411626879,Factors Influencing Exercise Engagement Among Women With Depression: A Systematic Review,2025,,,International Journal of Mental Health Nursing,,34,6,,"Moyo, N. and Ryu, H. and Zirnsak, T. and Dickson, G. and Edvardsson, K. and Peiris, C. and Bruder, A.M. and Gray, R.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020740545&doi=10.1111%2Finm.70166&partnerID=40&md5=c1f4ae2420681333c467d290d3fce510,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong study design",10.1111/inm.70166,barriers;depression;motivators;physical activity;women;depression;exercise;female;human;kinesiotherapy;psychology;therapy;Depressive Disorder;Exercise;Exercise Therapy;Female;Humans,,
rayyan-411626880,Understanding barriers to type 2 diabetes self-management in excessive weight adults: A qualitative study of patient experiences,2025,,,Journal of Diabetes and Metabolic Disorders,,24,2,,"Ahmed, S.K. and Murad, H.W. and Mahmood, K.A. and Abdalla, A.Q. and Rony, M.K.K. and Ravi, R.K. and Abdullah, L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018677611&doi=10.1007%2Fs40200-025-01734-1&partnerID=40&md5=91099030fe27745c59f1a170ec23461a,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1007/s40200-025-01734-1,Barriers;Diabetes management;Obesity;Qualitative research;Stigma;Thematic analysis;Type 2 diabetes;adult;anxiety;Article;avoidance behavior;chronic depression;decision making;diabetes education;diabetes mellitus;education;emotional attachment;employment status;excessive weight;exercise;female;health care personnel;health literacy;human;knowledge gap;lifestyle modification;male;middle aged;middle income group;non insulin dependent diabetes mellitus;obesity;patient experience;primary medical care;qualitative analysis;qualitative research;self blame;self care;self stigma;semi structured interview;social support;stigma;thematic analysis;weight stigma,,
rayyan-411626881,Challenges in ensuring long-term care for individuals living with diabetes: a qualitative study,2025,,,Journal of Diabetes and Metabolic Disorders,,24,2,,"Iloonkashkooli, R. and Setoodeh, G. and Soltanian, M. and Momennasab, M. and Ansari, M. and Hadian Shirazi, Z.H.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018621845&doi=10.1007%2Fs40200-025-01724-3&partnerID=40&md5=ba76905f7cabf5cb4ca4db2e7be222ab,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1007/s40200-025-01724-3,"Diabetes Mellitus;Long-term Care,program;Patients;Qualitative Research;insulin;administrative personnel;adult;aged;aggression;anxiety;Article;attitude;awareness;blood glucose monitoring;blood pressure monitoring;blood sampling;burnout;caregiver;chronic disease;clinical article;collaborative care team;consultation;content analysis;data analysis;depression;diabetes care;diabetes mellitus;diabetic complication;dysfunctional attitude;education;educational support;emotional stress;exercise;face-to-face interview;family support;fatigue;fear;female;follow up;health care organization;health care personnel;health care planning;herbal medicine;hospital care;hospital management;human;hyperglycemia;hypoglycemia;internal medicine;knowledge;lifestyle modification;long term care;male;mental health;middle aged;nausea and vomiting;nurse;patient care;perception;physician;physiological stress;physiotherapist;prophylaxis;psychological care;psychological well-being;psychosocial care;qualitative research;quality of life;risk factor;sampling;self care;self medication;semi structured interview;skepticism;social competence;social resilience;social support;supportive care need;trustworthiness;wound care",,
rayyan-411626883,"Surgeon well-being: a systematic review of stressors, mental health, and resilience",2025,,,BMC Surgery,,25,1,,"Otukoya, E.Z. and Amiri, A. and Alimohammadi, E.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017707214&doi=10.1186%2Fs12893-025-03180-5&partnerID=40&md5=7122d765f47b6b85ac6009dc89177038,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong study design",10.1186/s12893-025-03180-5,"Burnout;Institutional wellness;Occupational stressors;Surgeons;Well-being;epidemiology;human;job stress;mental health;professional burnout;psychological resilience;psychology;surgeon;Burnout, Professional;Humans;Mental Health;Occupational Stress;Resilience, Psychological;Surgeons",,
rayyan-411626884,Reflection of therapy progress in virtual reality for individuals affected by obesity: a pilot study,2025,,,Eating and Weight Disorders,,30,1,,"Korbanka, T.A. and Schild, S. and Mack, I. and Giel, K.E. and Behrens, S.C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016422944&doi=10.1007%2Fs40519-025-01780-x&partnerID=40&md5=bc3c88d765abfc239dea08e97d935b18,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population",10.1007/s40519-025-01780-x,Cognitive therapy;Obesity;Psychotherapy research;Virtual reality;adult;Article;avatar;body build;body dissatisfaction;body height;body mass;body weight;clinical article;controlled study;customer experience;daily life activity;depression;discomfort;eating disorder;exercise;exergaming;feasibility study;feeding behavior;female;hair;human;male;motivation;movement (physiology);obesity;patient dropout;patient experience;patient participation;pilot study;qualitative analysis;self esteem;skin color;virtual reality exposure therapy;weight loss program;wellbeing;body image;middle aged;psychology;self concept;therapy;treatment outcome;virtual reality;young adult;Adult;Body Image;Depression;Feeding Behavior;Female;Humans;Male;Middle Aged;Motivation;Obesity;Pilot Projects;Self Concept;Treatment Outcome;Virtual Reality;Young Adult,,
rayyan-411626885,Reablement in Residential Aged Care (Re-RAC): study protocol for a multi-center pragmatic randomized controlled open-label trial,2025,,,Trials,,26,1,,"Philipson, A. and Lindvall, M.A. and Pettersson, C. and Strålman, L. and Lidström-Holmqvist, K.L.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013645576&doi=10.1186%2Fs13063-025-08999-0&partnerID=40&md5=edea379af81b72fc681a42e6186fbb8b,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong outcome,wrong population,wrong publication type",10.1186/s13063-025-08999-0,"Aged;Functional status;Nursing homes;Participation;Patient-centered care;Primary healthcare;Psychological well-being;Quality of life;Rehabilitation;adherence intervention;aged;aging;anxiety;Article;canadian occupational performance measure;Clinical Frailty Scale;clinical outcome;cognition;Common Terminology Criteria for Adverse Events;controlled study;cost effectiveness analysis;cost utility analysis;depression;disease severity;European Quality of Life 5 Dimensions questionnaire;exploratory research;fatigue;follow up;functional status;Health Assessment Questionnaire;health care facility;health care personnel;health care utilization;hearing;home for the aged;hospitalization;human;intention to treat analysis;major clinical study;medical record;Mini Mental State Examination;multicenter study;nursing assistant;occupational therapist;occupational therapy;open study;outcome assessment;participation;patient satisfaction;person centered care;physical activity;physiotherapist;physiotherapy;pragmatic trial;primary health care;professional standard;prospective study;protocol;psychological well-being;qualitative analysis;quality adjusted life year;quality of life;quantitative analysis;questionnaire;randomized controlled trial;reablement in residential aged care;self care;self evaluation;semi structured interview;thematic analysis;training;visual analog scale;WHO-5 Well-Being Index;cost benefit analysis;female;male;multicenter study (topic);randomized controlled trial (topic);Sweden;time factor;very elderly;Aged;Aged, 80 and over;Cost-Benefit Analysis;Female;Homes for the Aged;Humans;Male;Multicenter Studies as Topic;Patient Satisfaction;Pragmatic Clinical Trials as Topic;Prospective Studies;Quality of Life;Time Factors",,
rayyan-411626886,Exploring the perceptions and requirements of exergames for adolescents with depression: a qualitative study,2025,,,BMC Psychiatry,,25,1,,"Chen, Y. and Huang, X. and Luo, W. and Liu, H. and Gao, Y. and Wang, M. and Zhang, Y. and Liu, J. and Zhong, C. and Xiao, A. and Chen, Y.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012599098&doi=10.1186%2Fs12888-025-07195-3&partnerID=40&md5=f425a45febd2fe7913230c8a1552a524,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1186/s12888-025-07195-3,Adolescents;Depression;Exergames;Qualitative study;adolescent;adult;Article;child;clinical article;depression;DSM-5;exercise;exergaming;female;human;male;mental disease;mental health;perception;physical activity;qualitative analysis;semi structured interview;kinesiotherapy;motivation;procedures;psychology;qualitative research;therapy;video game;Adolescent;Depression;Exercise;Exercise Therapy;Female;Humans;Male;Motivation;Qualitative Research;Video Games,,
rayyan-411626887,Implementing twelve-weeks of loving-kindness meditation and mindfulness of breathing for adolescents with nonsuicidal self-injury and their parents: a mixed method pilot study,2025,,,BMC Psychology,,13,1,,"Liu, P. and Yang Li, B. and Liu, J. and Yang, X. and Li, Y. and Li, Y. and Lu, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011327474&doi=10.1186%2Fs40359-025-03151-8&partnerID=40&md5=4ead6c036a72367aa2140f889318311e,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1186/s40359-025-03151-8,Loving-kindness;Mindfulness of breathing;Nonsuicidal self-injury;adolescent;adolescent behavior;adult;automutilation;breathing exercise;child parent relation;depression;feasibility study;female;human;male;meditation;mindfulness;parent;pilot study;procedures;prospective study;psychology;therapy;Adolescent;Adolescent Behavior;Adult;Breathing Exercises;Depression;Feasibility Studies;Female;Humans;Male;Meditation;Mindfulness;Parent-Child Relations;Parents;Pilot Projects;Prospective Studies;Self-Injurious Behavior,,
rayyan-411626888,"Faith, health and well-being: a qualitative study exploring Islamic perspectives on physical activity and the role of Imams (scholars)",2025,,,Discover Social Science and Health,,5,1,,"Safi, A. and Hossain, M. and Myers, T.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009992053&doi=10.1007%2Fs44155-025-00236-y&partnerID=40&md5=0b65deea6f4391a036c5e85a050805b6,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1007/s44155-025-00236-y,Health promotion;Islam;Muslim scholars;Physical activity;Religious perspectives,,
rayyan-411626889,"‘I am happy because I am pregnant, but becoming a mother is not easy,’ the experience of pregnancy, antenatal depression, and perception of yoga in rural pregnant women in Maharashtra, a qualitative study",2025,,,SSM - Mental Health,,8,,,"Shidhaye, R. and Shinde, K. and Thete, U. and Shelke, S. and Thanage, C. and Talole, S. and Palande, S. and Gore, S.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009341946&doi=10.1016%2Fj.ssmmh.2025.100487&partnerID=40&md5=7737e00a06f1507eb10615e25cb55e42,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1016/j.ssmmh.2025.100487,Depression;In-Depth Interviews;India;Pregnancy;Rural;Yoga;adult;antenatal depression;anxiety;anxiety disorder;Article;attitude;audio recording;clinical psychology;content analysis;coping;Edinburgh Postnatal Depression Scale;educational status;emotional support;exercise;fatigue;female;health care personnel;human;human experiment;in-depth interview;interview;irritability;learning;low back pain;Maharashtra;mental health;nausea;nuclear family;nutrition;perception;physical activity;pregnancy;pregnant woman;psychological care;psychological well-being;qualitative analysis;randomized controlled trial (topic);reading;rural area;Social Contextual Model;social media;social work;socioeconomics;structured interview;thematic analysis;vaccination;vomiting;yoga,,
rayyan-411626890,Quality of life in persons living with advanced glaucoma in South India,2025,,,Discover Social Science and Health,,5,1,,"Madheswaran, G. and Sukumar, S. and Victor, E.G. and Balasubramaniam, S.S. and Balasubramanian, C.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005410918&doi=10.1007%2Fs44155-025-00228-y&partnerID=40&md5=0811fe8b5f8220f2fbf5741c0c549bbf,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1007/s44155-025-00228-y,Adaptive strategies;Economic considerations;Glaucoma;Psychological impact;Qualitative research;Quality of life,,
rayyan-411626891,Investigating the feasibility of an 8-week mindful breathing programme on breathlessness and self-efficacy in chronic obstructive pulmonary disease: an open-label study,2025,,,Pilot and Feasibility Studies,,11,1,,"Harris, S. and Jordan, J. and Wilkinson, A. and Seaton, P.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004190107&doi=10.1186%2Fs40814-025-01649-x&partnerID=40&md5=f40c21cef0919e7395287f206fa0b292,,,,,"Export Date: 08 January 2026; Cited By: 1 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population,wrong study design",10.1186/s40814-025-01649-x,Breathlessness;COPD;Feasibility study;Mindfulness;Physiological;Psychological;Self-efficacy;adult;anxiety;Article;breathing;cancer diagnosis;chronic obstructive lung disease;Chronic Respiratory Questionnaire;clinical article;clinical trial;clinician;cognitive defect;controlled study;depression;distress syndrome;drug dependence;dyspnea;European Quality of Life 5 Dimensions 5 Level questionnaire;exercise;female;follow up;health outcome;Hospital Anxiety and Depression Scale;human;hyperventilation syndrome;identifiable information;information processing;intervention study;male;Medical Research Council Dyspnea Scale;mental disease;mindfulness;New Zealand;oxygen therapy;quality of life;questionnaire;schizophrenia;self care;self concept;self report;sociology;statistics;visual analog scale,,
rayyan-411626892,Evaluating the Management of chronic Pelvic girdle Pain following pregnancy (EMaPP): a randomised controlled feasibility trial,2025,,,Pilot and Feasibility Studies,,11,1,,"Halliday, B. and Chatfield, S. and Cameron, L. and Hosking, J. and Chynoweth, J. and Stockley, L. and Bailey, M. and Shawe, J. and Hawton, A. and Hayward, C. and Carter, K. and Freeman, J.",https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003754216&doi=10.1186%2Fs40814-025-01638-0&partnerID=40&md5=497fd7ab9e0af8f11bf51aa98ea5340e,,,,,"Export Date: 08 January 2026; Cited By: 0 | RAYYAN-INCLUSION: {""Mateo""=>""Excluded"", ""Daniel""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: wrong population",10.1186/s40814-025-01638-0,DEFO;Feasibility trial;Orthosis;Pelvic girdle pain;Rehabilitation;2 point estimation task;adult;anxiety;Article;body mass;candidiasis;chronic pain;comorbidity;continence;controlled study;cost effectiveness analysis;depression;economic evaluation;Edinburgh Postnatal Depression Scale;employment status;ethnicity;European Quality of Life 5 Dimensions 5 Level questionnaire;exercise;feasibility study;female;follow up;fremantle back awareness questionnaire;health care utilization;human;International Consultation on Incontinence Questionnaire Short Form;kinesiophobia;major clinical study;multicenter study;musculoskeletal disease assessment;numeric rating scale;pain;patient compliance;pelvic girdle pain;pelvic girdle questionnaire;perception examination;physiotherapy;postnatal depression;pregnancy;qualitative research;quality adjusted life year;quality of life;randomized controlled trial;resource use questionnaire;self-reported questionnaire;Short Form 36;single blind procedure;Tampa scale for kinesiophobia;task performance;videoconferencing,,
